ID,Name,moveDir,key1,key2,key3,bMoveDirHold,bKeyHold1,bKeyHold2,bKeyHold3,gestureId,bLifeEndSuccess,pad1,
0,R1 attack- R1 attack combo -- R1攻撃、R1攻撃コンボ,0,8,0,0,0,0,0,0,0,0,[0|0|0]
1,Bow + magic reservoir -- 弓＋魔法溜め,0,8,0,0,0,1,0,0,0,1,[0|0|0]
2,R2 attack- R2 attack combo -- R2攻撃、R2攻撃コンボ,0,9,0,0,0,0,0,0,0,0,[0|0|0]
3,Bow + magic reservoir -- 弓＋魔法溜め,0,9,0,0,0,1,0,0,0,1,[0|0|0]
4,L1 attack- L1 attack combo -- L1攻撃、L1攻撃コンボ,0,5,0,0,0,0,0,0,0,0,[0|0|0]
6,Bow + magic reservoir -- 弓＋魔法溜め,0,5,0,0,0,1,0,0,0,1,[0|0|0]
7,Parry- Arts: Ax -- パリィ、アーツ：斧,0,6,0,0,0,0,0,0,0,0,[0|0|0]
8,Arts: Ready -- アーツ：構え,0,6,0,0,0,1,0,0,0,1,[0|0|0]
9,Reserve -- 予備,0,0,0,0,0,0,0,0,0,0,[0|0|0]
10,kick -- キック,1,8,18,0,0,0,0,0,0,0,[0|0|0]
11,Jump attack -- ジャンプアタック,1,9,19,0,0,0,0,0,0,0,[0|0|0]
12,One-handed / two-handed switching -- 片手/両手切り替え,0,4,0,0,0,0,0,0,0,0,[0|0|0]
13,Use the item -- アイテム使用,0,3,0,0,0,0,0,0,0,0,[0|0|0]
14,Reserve -- 予備,0,1,0,0,0,0,0,0,0,0,[0|0|0]
15,backstep -- バックステップ,0,16,0,0,0,0,0,0,0,0,[0|0|0]
16,Left weapon switching -- 左武器切り替え,0,12,0,0,0,0,0,0,0,0,[0|0|0]
17,Right weapon switching -- 右武器切り替え,0,13,0,0,0,0,0,0,0,0,[0|0|0]
18,Move ↑ -- 移動　↑,1,0,0,0,1,0,0,0,0,0,[0|0|0]
19,Move ↑ ← -- 移動　↑←,2,0,0,0,1,0,0,0,0,0,[0|0|0]
20,Move ↑ → -- 移動　↑→,3,0,0,0,1,0,0,0,0,0,[0|0|0]
21,Move ← -- 移動　←,4,0,0,0,1,0,0,0,0,0,[0|0|0]
22,Move → -- 移動　→,5,0,0,0,1,0,0,0,0,0,[0|0|0]
23,Move ↓ -- 移動　↓,6,0,0,0,1,0,0,0,0,0,[0|0|0]
24,Move ↓ ← -- 移動　↓←,7,0,0,0,1,0,0,0,0,0,[0|0|0]
25,Move ↓ → -- 移動　↓→,8,0,0,0,1,0,0,0,0,0,[0|0|0]
26,Guard movement ↑ -- ガード移動　↑,1,5,0,0,1,1,0,0,0,0,[0|0|0]
27,Guard movement ↑ ← -- ガード移動　↑←,2,5,0,0,1,1,0,0,0,0,[0|0|0]
28,Guard movement ↑ → -- ガード移動　↑→,3,5,0,0,1,1,0,0,0,0,[0|0|0]
29,Guard move ← -- ガード移動　←,4,5,0,0,1,1,0,0,0,0,[0|0|0]
30,Guard move → -- ガード移動　→,5,5,0,0,1,1,0,0,0,0,[0|0|0]
31,Guard move ↓ -- ガード移動　↓,6,5,0,0,1,1,0,0,0,0,[0|0|0]
32,Guard move ↓ ← -- ガード移動　↓←,7,5,0,0,1,1,0,0,0,0,[0|0|0]
33,Guard move ↓ → -- ガード移動　↓→,8,5,0,0,1,1,0,0,0,0,[0|0|0]
34,Dash move -- ダッシュ移動,1,15,0,0,1,1,0,0,0,0,[0|0|0]
35,Guard dash move -- ガードダッシュ移動,1,15,5,0,1,1,1,0,0,0,[0|0|0]
36,Rolling ↑ -- ローリング　↑,1,17,0,0,1,0,0,0,0,0,[0|0|0]
37,Rolling ↑ ← -- ローリング　↑←,2,17,0,0,1,0,0,0,0,0,[0|0|0]
38,Rolling ↑ → -- ローリング　↑→,3,17,0,0,1,0,0,0,0,0,[0|0|0]
39,Rolling ← -- ローリング　←,4,17,0,0,1,0,0,0,0,0,[0|0|0]
40,Rolling → -- ローリング　→,5,17,0,0,1,0,0,0,0,0,[0|0|0]
41,Rolling ↓ -- ローリング　↓,6,17,0,0,1,0,0,0,0,0,[0|0|0]
42,Rolling ↓ ← -- ローリング　↓←,7,17,0,0,1,0,0,0,0,0,[0|0|0]
43,Rolling ↓ → -- ローリング　↓→,8,17,0,0,1,0,0,0,0,0,[0|0|0]
48,Arts R1 attack -- アーツR1攻撃,0,6,8,0,0,0,0,0,0,0,[0|0|0]
49,Arts R2 attack -- アーツR2攻撃,0,6,9,0,0,0,0,0,0,0,[0|0|0]
50,Lockstep ↑ -- ロックステップ　↑,1,6,0,0,1,0,0,0,0,0,[0|0|0]
51,Lockstep ↑ ← -- ロックステップ　↑←,2,6,0,0,1,0,0,0,0,0,[0|0|0]
52,Lockstep ↑ → -- ロックステップ　↑→,3,6,0,0,1,0,0,0,0,0,[0|0|0]
53,Lockstep ← -- ロックステップ　←,4,6,0,0,1,0,0,0,0,0,[0|0|0]
54,Lockstep → -- ロックステップ　→,5,6,0,0,1,0,0,0,0,0,[0|0|0]
55,Lockstep ↓ -- ロックステップ　↓,6,6,0,0,1,0,0,0,0,0,[0|0|0]
56,Lockstep ↓ ← -- ロックステップ　↓←,7,6,0,0,1,0,0,0,0,0,[0|0|0]
57,Lockstep ↓ → -- ロックステップ　↓→,8,6,0,0,1,0,0,0,0,0,[0|0|0]
58,Move the arts ↑ -- アーツ構え移動　↑,1,6,0,0,1,1,0,0,0,0,[0|0|0]
59,Move the arts ↑ ← -- アーツ構え移動　↑←,2,6,0,0,1,1,0,0,0,0,[0|0|0]
60,Move the arts ↑ → -- アーツ構え移動　↑→,3,6,0,0,1,1,0,0,0,0,[0|0|0]
61,Move the arts ← -- アーツ構え移動　←,4,6,0,0,1,1,0,0,0,0,[0|0|0]
62,Move the arts stance → -- アーツ構え移動　→,5,6,0,0,1,1,0,0,0,0,[0|0|0]
63,Move the arts ↓ -- アーツ構え移動　↓,6,6,0,0,1,1,0,0,0,0,[0|0|0]
64,Move the arts ↓ ← -- アーツ構え移動　↓←,7,6,0,0,1,1,0,0,0,0,[0|0|0]
65,Move the arts ↓ → -- アーツ構え移動　↓→,8,6,0,0,1,1,0,0,0,0,[0|0|0]
66,Arts stance R1 attack ↑ -- アーツ構えR1攻撃　↑,1,6,8,0,1,1,0,0,0,0,[0|0|0]
67,Arts stance R1 attack ↑ ← -- アーツ構えR1攻撃　↑←,2,6,8,0,1,1,0,0,0,0,[0|0|0]
68,Arts stance R1 attack ↑ → -- アーツ構えR1攻撃　↑→,3,6,8,0,1,1,0,0,0,0,[0|0|0]
69,Arts stance R1 attack ← -- アーツ構えR1攻撃　←,4,6,8,0,1,1,0,0,0,0,[0|0|0]
70,Arts stance R1 attack → -- アーツ構えR1攻撃　→,5,6,8,0,1,1,0,0,0,0,[0|0|0]
71,Arts stance R1 attack ↓ -- アーツ構えR1攻撃　↓,6,6,8,0,1,1,0,0,0,0,[0|0|0]
72,Arts stance R1 attack ↓ ← -- アーツ構えR1攻撃　↓←,7,6,8,0,1,1,0,0,0,0,[0|0|0]
73,Arts stance R1 attack ↓ → -- アーツ構えR1攻撃　↓→,8,6,8,0,1,1,0,0,0,0,[0|0|0]
74,Arts stance R2 attack ↑ -- アーツ構えR2攻撃　↑,1,6,9,0,1,1,0,0,0,0,[0|0|0]
75,Arts stance R2 attack ↑ ← -- アーツ構えR2攻撃　↑←,2,6,9,0,1,1,0,0,0,0,[0|0|0]
76,Arts stance R2 attack ↑ → -- アーツ構えR2攻撃　↑→,3,6,9,0,1,1,0,0,0,0,[0|0|0]
77,Arts stance R2 attack ← -- アーツ構えR2攻撃　←,4,6,9,0,1,1,0,0,0,0,[0|0|0]
78,Arts stance R2 attack → -- アーツ構えR2攻撃　→,5,6,9,0,1,1,0,0,0,0,[0|0|0]
79,Arts stance R2 attack ↓ -- アーツ構えR2攻撃　↓,6,6,9,0,1,1,0,0,0,0,[0|0|0]
80,Arts stance R2 attack ↓ ← -- アーツ構えR2攻撃　↓←,7,6,9,0,1,1,0,0,0,0,[0|0|0]
81,Arts stance R2 attack ↓ → -- アーツ構えR2攻撃　↓→,8,6,9,0,1,1,0,0,0,0,[0|0|0]
82,Shield Chiku R1 Attack -- 盾チクR1攻撃,0,5,8,0,0,1,0,0,0,0,[0|0|0]
83,Shield Chiku R2 Attack (Spare) -- 盾チクR2攻撃(予備),0,5,9,0,0,1,0,0,0,0,[0|0|0]
90,Ladder- up -- はしご、上り,0,20,0,0,0,0,0,0,0,0,[0|0|0]
91,Ladder- down -- はしご、下り,0,21,0,0,0,0,0,0,0,0,[0|0|0]
92,Left-handed weapon with both hands -- 左手武器両手持ち,0,4,0,0,0,1,0,0,0,0,[0|0|0]
100,Gesture ID00 -- ジェスチャID00,0,22,0,0,0,0,0,0,0,0,[0|0|0]
101,Gesture ID01 -- ジェスチャID01,0,22,0,0,0,0,0,0,1,0,[0|0|0]
102,Gesture ID 02 -- ジェスチャID02,0,22,0,0,0,0,0,0,2,0,[0|0|0]
103,Gesture ID 03 -- ジェスチャID03,0,22,0,0,0,0,0,0,3,0,[0|0|0]
104,Gesture ID 04 -- ジェスチャID04,0,22,0,0,0,0,0,0,4,0,[0|0|0]
105,Gesture ID 05 -- ジェスチャID05,0,22,0,0,0,0,0,0,5,0,[0|0|0]
106,Gesture ID 06 -- ジェスチャID06,0,22,0,0,0,0,0,0,6,0,[0|0|0]
107,Gesture ID 07 -- ジェスチャID07,0,22,0,0,0,0,0,0,7,0,[0|0|0]
108,Gesture ID 08 -- ジェスチャID08,0,22,0,0,0,0,0,0,8,0,[0|0|0]
109,Gesture ID 09 -- ジェスチャID09,0,22,0,0,0,0,0,0,9,0,[0|0|0]
110,Gesture ID 10 -- ジェスチャID10,0,22,0,0,0,0,0,0,10,0,[0|0|0]
111,Gesture ID 11 -- ジェスチャID11,0,22,0,0,0,0,0,0,11,0,[0|0|0]
112,Gesture ID 12 -- ジェスチャID12,0,22,0,0,0,0,0,0,12,0,[0|0|0]
113,Gesture ID 13 -- ジェスチャID13,0,22,0,0,0,0,0,0,13,0,[0|0|0]
114,Gesture ID 14 -- ジェスチャID14,0,22,0,0,0,0,0,0,14,0,[0|0|0]
115,Gesture ID 15 -- ジェスチャID15,0,22,0,0,0,0,0,0,15,0,[0|0|0]
116,Gesture ID 16 -- ジェスチャID16,0,22,0,0,0,0,0,0,16,0,[0|0|0]
117,Gesture ID17 -- ジェスチャID17,0,22,0,0,0,0,0,0,17,0,[0|0|0]
118,Gesture ID 18 -- ジェスチャID18,0,22,0,0,0,0,0,0,18,0,[0|0|0]
119,Gesture ID 19 -- ジェスチャID19,0,22,0,0,0,0,0,0,19,0,[0|0|0]
120,Gesture ID 20 -- ジェスチャID20,0,22,0,0,0,0,0,0,20,0,[0|0|0]
121,Gesture ID21 -- ジェスチャID21,0,22,0,0,0,0,0,0,21,0,[0|0|0]
122,Gesture ID22 -- ジェスチャID22,0,22,0,0,0,0,0,0,22,0,[0|0|0]
123,Gesture ID23 -- ジェスチャID23,0,22,0,0,0,0,0,0,23,0,[0|0|0]
124,Gesture ID24 -- ジェスチャID24,0,22,0,0,0,0,0,0,24,0,[0|0|0]
125,Gesture ID 25 -- ジェスチャID25,0,22,0,0,0,0,0,0,25,0,[0|0|0]
126,Gesture ID 26 -- ジェスチャID26,0,22,0,0,0,0,0,0,26,0,[0|0|0]
127,Gesture ID 27 -- ジェスチャID27,0,22,0,0,0,0,0,0,27,0,[0|0|0]
128,Gesture ID 28 -- ジェスチャID28,0,22,0,0,0,0,0,0,28,0,[0|0|0]
129,Gesture ID 29 -- ジェスチャID29,0,22,0,0,0,0,0,0,29,0,[0|0|0]
130,Gesture ID30 -- ジェスチャID30,0,22,0,0,0,0,0,0,30,0,[0|0|0]
131,Gesture ID 31 -- ジェスチャID31,0,22,0,0,0,0,0,0,31,0,[0|0|0]
132,Gesture ID 32 -- ジェスチャID32,0,22,0,0,0,0,0,0,32,0,[0|0|0]
133,Gesture ID33 -- ジェスチャID33,0,22,0,0,0,0,0,0,33,0,[0|0|0]
134,Gesture ID34 -- ジェスチャID34,0,22,0,0,0,0,0,0,34,0,[0|0|0]
135,Gesture ID35 -- ジェスチャID35,0,22,0,0,0,0,0,0,35,0,[0|0|0]
136,Gesture ID 36 -- ジェスチャID36,0,22,0,0,0,0,0,0,36,0,[0|0|0]
137,Gesture ID37 -- ジェスチャID37,0,22,0,0,0,0,0,0,37,0,[0|0|0]
138,Gesture ID 38 -- ジェスチャID38,0,22,0,0,0,0,0,0,38,0,[0|0|0]
139,Gesture ID 39 -- ジェスチャID39,0,22,0,0,0,0,0,0,39,0,[0|0|0]
140,Gesture ID 40 -- ジェスチャID40,0,22,0,0,0,0,0,0,40,0,[0|0|0]
141,No input -- 非入力,0,0,0,0,0,0,0,0,0,0,[0|0|0]
