ID,Name,lv01_BorderDist,lv01_PlayDist,lv12_BorderDist,lv12_PlayDist,textureLod,draw_BorderDist,draw_PlayDist,shadowDraw_BorderDist,shadowDraw_PlayDist,motionBlur_BorderDist,motionBlur_PlayDist,type,lodCrossFadeEnable,dummy,lodCrossFadeTime,reserve,
0,Default configuration -- デフォルト設定,15,1,30,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
1,L0 main -- L0メイン,40,1,1000,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
2,L1 main -- L1メイン,15,1,1000,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
3,Do not LOD -- LODしない,1000,1,2000,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
4,testparm -- testparm,1,0,3,0,0,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
5,,5,1,20,2,0,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
6,,5,1,20,2,0,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
7,,5,1,20,2,0,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
8,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
9,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
10,Small size -- サイズ小,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
11,Medium size -- サイズ中,10,1,25,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
12,Large size -- サイズ大,30,1.5,50,3,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
13,Oversized size -- サイズ特大,40,2,80,4,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
14,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
15,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
16,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
17,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
18,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
19,Does not switch to LOD model -- LODモデルに切り替わらない,9998,10,9999,10,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
20,Lake beast -- 湖獣,200,4,300,8,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
21,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
22,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
23,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
24,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
25,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
26,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
27,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
28,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
29,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
30,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
31,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
32,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
33,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
34,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
35,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
36,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
37,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
38,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
39,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
40,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
41,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
42,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
43,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
44,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
45,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
46,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
47,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
48,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
49,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
50,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
51,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
52,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
53,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
54,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
55,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
56,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
57,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
58,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
59,,5,1,20,2,1,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
60,Does not switch to low texture -- lowテクスチャに切り替わらない,40,1,1000,2,0,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
61,Does not switch to LOD model does not switch to low texture -- LODモデルに切り替わらない lowテクスチャに切り替わらない,9998,10,9999,10,0,9999,1,9999,1,9999,1,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
