ID,Name,logicId,battleGoalID,eye_dist_perceive,eye_ang_upper_perceive,eye_ang_bottom_perceive,eye_ang_left_perceive,eye_ang_right_perceive,eye_BackOffsetDist_perceive,eye_BeginDist_perceive,corpse_eye_dist_rate,CorpseTargetForgetTime,BackHomeLife_OnHitEneWal,SightTargetForgetTime,idAttackCannotMove,ear_dist,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist_normal,BackHome_GuardActId,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,useWanderedOffPathInterrupt,pad8,disableDark,goalAction_ToCautionIndicationTarget,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,goalAction_ToFind,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_Underfloor,enableNaviFlg_Edge_Ordinary,enableNaviFlg_Jump,enableNaviFlg_pad,enableNaviFlg_reserve1,eye_ang_upper_normal,eye_ang_bottom_normal,eye_ang_left_normal,eye_ang_right_normal,aroundTargetIncrementPoint,platoonReplyTime,platoonReplyAddRandomTime,eye_dist_around,eye_ang_upper_around,eye_ang_bottom_around,eye_ang_left_around,eye_ang_right_around,eye_BackOffsetDist_around,eye_BeginDist_around,ignoreStealthTime,IndicationTargetForgetTime,IndicationTargetIncrementPoint,pad4,eye_BackOffsetDist_normal,eye_BeginDist_normal,actTypeOnFailedPath,goalAction_ToCautionImportant,pad1,actTypeOnNonBtlFailedPath,skipRaycastWhenAroundSearch,pad7,goalAction_ToCautionCorpseTarget,disableLocalSteering,goalAction_ToDisappear,changeStateAction_ToNormal,MemoryTargetForgetTime,pad3,
0,for test -- テスト用,10000,11000,20,60,60,60,60,0,0,0,150,0,7,3000,0.1,-1,-1,20,0,0,0,75,50,15,5,20,20,150,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,20,60,60,60,60,0,0,0,150,0,[0|0],0,0,0,2,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
1,For doing nothing -- なにもしない用,11000,11000,30,60,60,60,60,0,0,0,150,0,7,0,0.1,0,0,30,0,0,0,9999,9998,6,5,20,20,150,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,30,60,60,60,60,0,0,0,150,0,[0|0],0,0,0,2,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
2,Non-touch data (recommended by copy / paste) -- あたりさわりのないデータ（コピペ元推奨）,10000,11000,20,60,60,60,60,0,0,0,150,5,7,3000,0.1,0,0,20,0,0,0,75,50,6,5,20,20,150,20,0,0,100,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,20,60,60,60,60,0,0,0,150,0,[0|0],0,0,2,2,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
3,For conversations that do nothing -- なにもしない会話用,11001,11000,0,0,0,0,0,0,0,0,150,0,7,0,0,0,0,0,0,0,0,9999,9998,6,5,20,20,150,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,[0|0],0,0,0,0,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
10,Anime check logic: Near -- アニメチェック用ロジック：近,10000,901010,50,30,30,60,60,0,0,0,150,0,7,3000,0.1,0,0,50,0,0,0,9999,9998,9999,5,20,20,150,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,[0|0],30,30,60,60,0,0,0,50,30,30,60,60,0,0,0,150,0,[0|0],0,0,0,1,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
11,Anime check logic: Far -- アニメチェック用ロジック：遠,10000,901010,50,30,30,60,60,0,0,0,150,0,7,3000,0.1,0,0,50,0,0,0,9999,9998,9999,5,20,20,150,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,[0|0],30,30,60,60,0,0,0,50,30,30,60,60,0,0,0,150,0,[0|0],0,0,0,1,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
50,Ishizaki test -- 石崎テスト,10000,10000,20,60,60,60,60,0,0,0,150,5,7,3000,0.1,0,0,20,0,0,0,75,50,6,5,20,20,150,20,0,0,100,25,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,20,60,60,60,60,0,0,0,150,0,[0|0],0,0,2,2,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
100,For automatic patrol (default) -- 自動巡回用(デフォルト),1540,14000,20,60,60,60,60,0,0,0,150,5,7,3000,0.1,0,0,20,0,0,0,75,50,6,5,20,20,150,20,0,0,100,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,20,60,60,60,60,0,0,0,150,0,[0|0],0,0,0,2,[0|0|0|0],0,0,[0|0],0,1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
540,For automatic patrol (running) -- 自動巡回用(走り),1540,14000,20,60,60,60,60,0,0,0,150,5,7,3000,0.1,0,0,20,0,0,0,75,50,6,5,20,20,150,20,0,0,100,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,20,60,60,60,60,0,0,0,150,0,[0|0],0,0,0,2,[0|0|0|0],0,0,[0|0],0,1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
541,For automatic patrol (walking) -- 自動巡回用(歩き),1541,14000,20,60,60,60,60,0,0,0,150,5,7,3000,0.1,0,0,20,0,0,0,75,50,6,5,20,20,150,20,0,0,100,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,20,60,60,60,60,0,0,0,150,0,[0|0],0,0,0,2,[0|0|0|0],0,0,[0|0],0,1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
542,For automatic patrol (super dash) -- 自動巡回用(スーパーダッシュ),1542,14000,20,60,60,60,60,0,0,0,150,5,7,3000,0.1,0,0,20,0,0,0,75,50,6,5,20,20,150,20,0,0,100,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],60,60,60,60,0,0,0,20,60,60,60,60,0,0,0,150,0,[0|0],0,0,0,2,[0|0|0|0],0,0,[0|0],0,1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
10001,For funnel -- ファンネル用,10000,11000,10,30,30,30,30,0,0,0,150,5,7,3000,0,0,0,10,0,0,0,75,50,6,5,20,20,150,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,[0|0],30,30,30,30,0,0,0,10,30,30,30,30,0,0,0,150,0,[0|0],0,0,0,0,[0|0|0|0],0,0,[0|0],0,0,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
10000000,Group patrol dummy leader -- 集団巡回ダミーリーダー,20000,11000,0,0,0,0,0,0,0,0,150,0,7,0,0,0,0,0,0,0,0,9999,9998,9999,5,20,20,150,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,[0|0],0,0,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
10001000,Form _ bullet owner -- 形代_弾丸オーナー,10000,11000,9999,180,180,180,180,0,0,0,150,0,7,0,0.1,0,0,9999,0,0,9999,9999,9998,9999,5,20,20,150,9999,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],180,180,180,180,0,0,0,9999,180,180,180,180,0,0,0,150,0,[0|0],0,0,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
10002080,General-purpose dummy character for conversation -- 会話用汎用ダミーキャラ,20000,11000,0,0,0,0,0,0,0,0,150,0,7,0,0,0,0,0,0,0,0,9999,9998,9999,5,20,20,150,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,[0|0],0,0,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0]
10003000,Dummy character for display that seems to find a big snake -- 大蛇見つかりそう表示用ダミーキャラ,11000,11000,60,30,30,30,30,15,15,0,150,0,1,0,0,0,0,25,0,0,0,9999,9998,9999,5,20,20,1,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],12,30,10,10,25,0,0,60,30,30,20,20,15,15,0,1,1000,[0|0],15,15,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,1,[0|0|0|0|0|0|0|0|0|0|0|0]
10003001,Dummy character for display that seems to find a big snake _ Wide view around -- 大蛇見つかりそう表示用ダミーキャラ_周辺視界広いバージョン,11000,11000,40,30,30,100,100,3,3,0,150,0,1,0,0,0,0,8,0,0,0,9999,9998,9999,5,20,20,1,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],12,30,20,20,25,0,0,40,30,30,100,100,3,3,0,1,1000,[0|0],3,3,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,1,[0|0|0|0|0|0|0|0|0|0|0|0]
10003002,Dummy character for display that seems to find a large snake _ Wide view of enemy search -- 大蛇見つかりそう表示用ダミーキャラ_索敵視界広いバージョン,11000,11000,60,30,30,180,180,3,3,0,150,0,1,0,0,0,0,28,0,0,0,9999,9998,9999,5,20,20,1,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],12,50,100,100,25,0,0,60,30,30,180,180,3,3,0,1,1000,[0|0],3,3,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,1,[0|0|0|0|0|0|0|0|0|0|0|0]
10004000,Okiryu Dummy Leader -- 翁竜ダミーリーダー,530010,530010,0,0,0,0,0,0,0,0,150,0,7,0,0,0,0,0,0,0,9999,9999,9998,9999,5,20,20,150,9999,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,[0|0],0,0,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10010000,Dummy character for demon Buddha -- 鬼仏用ダミーキャラ,11000,11000,0,0,0,0,0,0,0,0,150,0,7,0,0,0,0,0,0,0,0,9999,9998,9999,5,20,20,150,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,[0|0],0,0,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10010010,Dummy character for camera inside / outside judgment -- カメラ内外判定用ダミーキャラ,11000,11000,0,0,0,0,0,0,0,0,150,0,7,0,0,0,0,0,0,0,0,9999,9998,9999,5,20,20,150,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,[0|0],0,0,2,0,[0|0|0|0],0,0,[0|0],0,1,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10090000,Careless -- 軽率,101000,101000,30,30,30,30,30,5,3,0,150,5,10,3000,0.1,0,0,20,0,0,0,75,50,10,5,10,25,150,25,0,0,100,34,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,0,1,2,30,15,15,30,30,5,3,0,150,0,[0|0],5,3,2,3,[0|0|0|0],0,0,[0|0],0,0,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10090001,Normal -- 通常,101000,101000,30,30,30,30,30,5,3,0,150,5,10,3000,0.1,0,0,20,0,0,0,75,50,10,5,10,25,150,25,0,0,100,34,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,0,1,2,30,15,15,30,30,5,3,0,150,0,[0|0],5,3,2,3,[0|0|0|0],0,0,[0|0],0,0,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10090002,Big game -- 大物,101000,101000,30,30,30,30,30,5,3,0,150,5,10,3000,0.1,0,0,20,0,0,0,75,50,10,5,10,25,150,13,0,0,100,34,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,0,1,2,30,15,15,30,30,5,3,0,150,0,[0|0],5,3,2,2,[0|0|0|0],0,0,[0|0],0,0,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10090003,Guardian -- 番人,101000,101000,30,30,30,30,30,5,3,0,150,5,10,3000,0.1,0,0,20,0,0,0,75,50,10,5,10,25,150,8,0,0,100,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,0,1,2,30,15,15,30,30,5,3,0,150,0,[0|0],5,3,2,1,[0|0|0|0],0,0,[0|0],0,0,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10090004,ambush -- 待ち伏せ,101000,101000,30,30,30,30,30,5,3,0,150,5,10,3000,0.1,0,0,20,0,0,0,75,50,10,5,10,25,150,8,0,0,100,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,0,1,2,30,15,15,30,30,5,3,0,150,0,[0|0],5,3,2,0,[0|0|0|0],0,0,[0|0],0,0,0,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
