ID,Name,paramName,mtlModifyingId,pad,
100,Buddy composition effect -- バディ組成効果,Rise_Intensity,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000,c4500 wyvern HU effect -- c4500ワイバーンHU効果,c4500_Heat_Intensity,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1100,c1300 Innsmouth HU effect -- c1300インスマウスHU効果,c1300_Heat_Intensity,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1200,PC cat eye change -- PC猫目変化,Pupil_Size,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1300,c5310 Mermaid dragon tentacle withering effect -- c5310人魚龍の触手枯れ効果,Withered_Intensity,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1400,c7020 Busshi HU switching expression -- c7020仏師HU切り替え表現,Emissive_SwitchBlue,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1500,c7020 Busshi HU switching expression (arm) -- c7020仏師HU切り替え表現(腕),Emissive_SwitchBlue2,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1600,c5200 Mermaid dragon cherry blossom expression -- c5200人魚龍桜咲き表現,Gradient_Intensity,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1700,Multiple ParamTest_color lightness_A -- 複数ParamTest_カラー明度_A,Color_Power_A,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1800,Multiple ParamTest_color lightness_B -- 複数ParamTest_カラー明度_B,Color_Power_B,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1900,Multiple ParamTest_ Fresnel strength -- 複数ParamTest_フレネル強度,EdgePower_Test,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2000,Multiple ParamTest_ Fresnel blur -- 複数ParamTest_フレネルぼかし,EdgeOffset_Test,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2100,RedMask_Strength -- RedMask_強度,RedMask_Param,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2200,GreenMask_Strength -- GreenMask_強度,GreenMask_Param,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2300,BlueMask_Strength -- BlueMask_強度,BlueMask_Param,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10000,Switching between the sun and the moon -- 太陽と月の切り替え,Sun_Moon_[Switch],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10001,Α of the sun and the moon -- 太陽と月のα,Sun_Moon_[Alpha],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10010,The color of the sun -- 太陽の色,Sun_[Color],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10011,Sun Int -- 太陽のInt,Sun_[Int],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10012,Sun contrast -- 太陽のコントラスト,Sun_[Contrast],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10013,Sun scale -- 太陽のスケール,Sun_[Scale],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10020,Moon color -- 月の色,Moon_[Color],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10021,The size of the moon -- 月の大きさ,Moon_[Scale],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10030,The shade of the moon -- 月の陰色,MoonShadow_[Color],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10031,Moon shade Int -- 月の陰Int,MoonShadow_[Int],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10032,Moon shade contrast -- 月の陰コントラスト,MoonShadow_[Contrast],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10033,Moon shade offset -- 月の陰オフセット,MoonShadow_[Offset],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10034,Moon shade scale -- 月の陰スケール,MoonShadow_[Scale],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10035,Lunar shadow rotation -- 月の陰回転,MoonShadow_[Rotate],-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20000,Temple_elevator -- 寺_エレベーター,Scroll,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
