ID,Name,carryGrabLength,carryGrabAngle,cultDead_GlobalFlagId,cultDead_Probability,cultDeadType_First,cultDeadType_Probability,pad,
0,Default -- デフォルト,1.5,90,-1,0,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10,test -- テスト,1.5,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
100,for test -- テスト用,1.5,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
101,Ritual test: optional -- 儀式テスト：任意,1.5,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
102,Ritual test: Level up -- 儀式テスト：レベルアップ,1.5,90,-1,0,0,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
103,Ritual test: Reassign status -- 儀式テスト：ステータス振りなおし,1.5,90,-1,0,0,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
104,Ritual test: reset the deceased -- 儀式テスト：亡者度リセット,1.5,90,-1,0,0,4,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
105,Ritual test: Atonement -- 儀式テスト：贖罪,1.5,90,-1,0,0,5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
106,Ritual test: Summon NPC White Spirit -- 儀式テスト：ＮＰＣ白霊召喚,1.5,90,-1,0,0,6,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
107,Ritual test: boss -- 儀式テスト：ボス,1.5,90,-1,0,0,7,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
108,Ritual test: No intrusion -- 儀式テスト：侵入禁止,0.8,90,-1,0,0,8,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
109,Ritual test: Random A -- 儀式テスト：ランダムＡ,0.8,90,-1,0,0,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
110000,Dead soldier -- 亡者兵士,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
121000,blue -- ブルー,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
124000,Poor dead -- 貧民亡者,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
128000,New Royal Castle Knight -- 新王城騎士,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
134000,Wax dead -- 蝋の死人,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
135000,Slave spirit -- 奴隷霊,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
137000,Crucifixion B -- 磔亡者B,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
139000,Snakeman assassin -- 蛇人の暗殺者,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
141000,Silver knight -- 銀騎士,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
144000,Pilgrimage dead -- 巡礼亡者,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
223000,New Jailer -- 新獄吏,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
317000,Dark Race -- ダークレイス,0.8,90,-1,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
