ID,Name,Lv00,Lv01,Lv02,Lv03,Lv04,Lv05,Lv06,Lv07,Lv08,Lv09,Lv10,Lv11,Lv12,Lv13,Lv14,Lv15,Lv16,Lv17,Lv18,Lv19,Lv20,reserve,
1,[LOD Distance Scale] Map / Obj Small -- [LOD距離スケール] Map/Obj 小,1,0.9625,0.925,0.8875,0.85,0.8125,0.775,0.7375,0.7,0.6625,0.625,0.5875,0.55,0.5125,0.475,0.4375,0.4,0.3625,0.325,0.2875,0.25,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2,[LOD Distance Scale] Map / Obj Medium -- [LOD距離スケール] Map/Obj 中,1,0.975,0.95,0.925,0.9,0.875,0.85,0.825,0.8,0.775,0.75,0.725,0.7,0.675,0.65,0.625,0.6,0.575,0.55,0.525,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3,[LOD Distance Scale] Map / Obj Large -- [LOD距離スケール] Map/Obj 大,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4,[LOD Distance Scale] Map / Obj Oversized -- [LOD距離スケール] Map/Obj 特大,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5,[LOD Distance Scale] Chr Small -- [LOD距離スケール] Chr 小,1,0.9625,0.925,0.8875,0.85,0.8125,0.775,0.7375,0.7,0.6625,0.625,0.5875,0.55,0.5125,0.475,0.4375,0.4,0.3625,0.325,0.2875,0.25,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6,[LOD Distance Scale] Chr Medium -- [LOD距離スケール] Chr 中,1,0.975,0.95,0.925,0.9,0.875,0.85,0.825,0.8,0.775,0.75,0.725,0.7,0.675,0.65,0.625,0.6,0.575,0.55,0.525,0.5,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7,[LOD Distance Scale] Chr Large -- [LOD距離スケール] Chr 大,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
8,[LOD Distance Scale] Chr Oversized -- [LOD距離スケール] Chr 特大,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10,[LOD Distance Scale] Local Player -- [LOD距離スケール] ローカルプレイヤー,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
11,[LOD Distance Scale] Remote Player -- [LOD距離スケール] リモートプレイヤー,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
