ID,Name,staminaRecoverRatio_forType000,staminaMaxRatio_forType000,staminaMinRatio_forType000,staminaRecoverRatio_forType001,staminaMaxRatio_forType001,staminaMinRatio_forType001,staminaRecoverRatio_forType002,staminaMaxRatio_forType002,staminaMinRatio_forType002,staminaRecoverRatio_forType003,staminaMaxRatio_forType003,staminaMinRatio_forType003,staminaRecoverRatio_forType004,staminaMaxRatio_forType004,staminaMinRatio_forType004,staminaRecoverRatio_forType005,staminaMaxRatio_forType005,staminaMinRatio_forType005,staminaRecoverRatio_forType006,staminaMaxRatio_forType006,staminaMinRatio_forType006,staminaRecoverRatio_forType007,staminaMaxRatio_forType007,staminaMinRatio_forType007,staminaRecoverRatio_forType008,staminaMaxRatio_forType008,staminaMinRatio_forType008,staminaRecoverRatio_forType009,staminaMaxRatio_forType009,staminaMinRatio_forType009,staminaRecoverRatio_forType010,staminaMaxRatio_forType010,staminaMinRatio_forType010,staminaRecoverRatio_forType011,staminaMaxRatio_forType011,staminaMinRatio_forType011,staminaRecoverRatio_forType012,staminaMaxRatio_forType012,staminaMinRatio_forType012,staminaRecoverRatio_forType013,staminaMaxRatio_forType013,staminaMinRatio_forType013,staminaRecoverRatio_forType014,staminaMaxRatio_forType014,staminaMinRatio_forType014,staminaRecoverRatio_forType015,staminaMaxRatio_forType015,staminaMinRatio_forType015,
0,For players -- プレイヤー用,0,100,0,67,100,0,100,100,0,100,100,0,100,100,0,0,100,100,100,100,0,100,100,0,100,100,0,100,100,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1000000,Enemy initial value -- エネミー初期値,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,100,30,30,100,100,100,100,100,0,100,100,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1000001,for test -- テスト用,0,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,100,100,100,100,100,100,0,100,100,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1000100,Enemy_small fish -- エネミー_雑魚,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,1100,30,30,2200,100,100,600,40,0,3200,80,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1000200,Enemy_strong enemy -- エネミー_強敵,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,4050,30,30,8100,100,100,900,40,0,4800,80,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1012000,Enemy_Battle Tutorial Ochimusha_Collapse Shinobi Killing Tutorial -- エネミー_戦闘チュートリアル落武者_崩し忍殺チュートリアル用,0,100,0,67,100,0,0,100,0,150,100,0,200,100,0,0,0,0,900,30,30,2200,100,100,600,40,0,3200,80,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1040000,Enemy _ Centipede University only -- エネミー_ムカデ大専用,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,6300,30,30,10000,100,100,1100,40,0,6000,80,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1060000,Enemy_Rotating Spearman Only -- エネミー_回転槍術師専用,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,3600,30,30,10000,100,100,600,40,0,6000,80,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1070000,Enemy_Shura Samurai -- エネミー_修羅侍,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,9600,30,30,19200,100,100,800,40,0,4800,80,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
1130000,Enemy_Nanban Armor -- エネミー_南蛮甲冑,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,9600,30,30,19200,50,50,800,40,0,4800,80,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
5000000,Enemy _ Dedicated to the Haunting Monk -- エネミー_破戒僧専用,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,10800,30,30,10800,100,100,100,100,0,100,100,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
5060000,Enemy_Ninja Army Chief -- エネミー_忍軍の長,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,10800,30,30,10800,100,100,500,100,0,2000,100,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
5080000,Enemy_Cavalry Warrior Only -- エネミー_騎馬武者専用,0,100,0,40,100,0,33,100,0,150,100,0,200,100,0,0,0,0,3600,30,30,4800,100,100,100,100,0,100,100,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
5100000,Enemy_Yasha Ape only -- エネミー_夜叉猿専用,0,100,0,67,100,0,33,100,0,150,100,0,200,100,0,0,0,0,3600,30,30,9600,100,100,100,100,0,100,100,0,200,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0
