ID,Name,CommandID,CaptionID,FaceParamID,TableID,ViewCondition,PreviewMode,reserved,
1,sex -- 性別,20,402012,0,0,3,1,[0|0|0|0|0|0|0|0|0|0|0]
2,Around the age -- 年頃,21,402013,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
3,voice -- 声,22,420001,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
4,----- {Constitution -- -----｛体質,10,420010,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
5,Muscle mass -- 筋肉量,4,420055,202,120,0,1,[0|0|0|0|0|0|0|0|0|0|0]
6,Hair volume -- 体毛量,4,420056,201,130,0,1,[0|0|0|0|0|0|0|0|0|0|0]
7,} ----- -- ｝-----,11,0,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
8,Physique -- 体格,23,420002,0,0,4,1,[0|0|0|0|0|0|0|0|0|0|0]
9,----- {Details of physique -- -----｛体格詳細,10,420003,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0]
10,head -- 頭部,1,423000,136,422000,0,1,[0|0|0|0|0|0|0|0|0|0|0]
11,Chest -- 胸部,1,423001,137,422002,0,1,[0|0|0|0|0|0|0|0|0|0|0]
12,abdomen -- 腹部,1,423002,138,422004,0,1,[0|0|0|0|0|0|0|0|0|0|0]
13,Arm -- 腕部,1,423003,139,422006,0,1,[0|0|0|0|0|0|0|0|0|0|0]
14,leg -- 脚部,1,423004,140,422008,0,1,[0|0|0|0|0|0|0|0|0|0|0]
15,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
16,Face -- 顔つき,24,420006,0,0,4,2,[0|0|0|0|0|0|0|0|0|0|0]
17,----- {Details of face -- -----｛顔つき詳細,10,420007,0,0,4,2,[0|0|0|0|0|0|0|0|0|0|0]
18,Similar face -- 似た顔,12,420049,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
19,----- {Characteristics -- -----｛特徴付け,10,420011,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
20,Age image -- 年齢イメージ,1,423020,96,422030,0,2,[0|0|0|0|0|0|0|0|0|0|0]
21,Gender image -- 性別イメージ,1,423021,97,422032,0,2,[0|0|0|0|0|0|0|0|0|0|0]
22,Shape exaggeration -- 形状誇張,1,423022,99,422034,0,2,[0|0|0|0|0|0|0|0|0|0|0]
23,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
24,----- {Face shape -- -----｛顔の形状,10,420012,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
25,----- {Face balance -- -----｛顔のバランス,10,420018,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
26,Nose occupancy -- 鼻の占める比率,1,423050,0,422052,0,2,[0|0|0|0|0|0|0|0|0|0|0]
27,Nose to forehead ratio -- 鼻と額の比率,1,423051,1,422054,0,2,[0|0|0|0|0|0|0|0|0|0|0]
28,Unevenness of the face -- 顔の凹凸,1,423052,3,422056,0,2,[0|0|0|0|0|0|0|0|0|0|0]
29,Top and bottom spacing of face parts -- 顔パーツの上下の間隔,1,423053,4,422058,0,2,[0|0|0|0|0|0|0|0|0|0|0]
30,Tilt of face parts -- 顔パーツの傾き,1,423054,5,422060,0,2,[0|0|0|0|0|0|0|0|0|0|0]
31,Left and right spacing of face parts -- 顔パーツの左右の間隔,1,423055,6,422062,0,2,[0|0|0|0|0|0|0|0|0|0|0]
32,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
33,----- {Forehead / glabellar -- -----｛額/眉間,10,420019,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
34,Forehead depth -- 額の深さ,1,423060,15,422064,0,2,[0|0|0|0|0|0|0|0|0|0|0]
35,Unevenness of the forehead -- 額の凹凸,1,423061,16,422066,0,2,[0|0|0|0|0|0|0|0|0|0|0]
36,Height of the upper part of the bridge of the nose -- 鼻梁上部の高さ,1,423062,17,422068,0,2,[0|0|0|0|0|0|0|0|0|0|0]
37,Concavities and convexities above the bridge of the nose 1 -- 鼻梁上部の凹凸1,1,423063,18,422070,0,2,[0|0|0|0|0|0|0|0|0|0|0]
38,Unevenness on the upper part of the bridge of the nose 2 -- 鼻梁上部の凹凸2,1,423064,19,422072,0,2,[0|0|0|0|0|0|0|0|0|0|0]
39,Width of the upper part of the bridge of the nose -- 鼻梁上部の幅,1,423065,20,422074,0,2,[0|0|0|0|0|0|0|0|0|0|0]
40,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
41,----- {Eyebrows -- -----｛眉骨,10,420020,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
42,Eyebrow height -- 眉骨の高さ,1,423070,21,422076,0,2,[0|0|0|0|0|0|0|0|0|0|0]
43,Inner edge of the eyebrow -- 眉骨の内端,1,423071,22,422078,0,2,[0|0|0|0|0|0|0|0|0|0|0]
44,Outer edge of the eyebrow -- 眉骨の外端,1,423072,23,422080,0,2,[0|0|0|0|0|0|0|0|0|0|0]
45,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
46,-----{eye -- -----｛眼,10,420021,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
47,Eye position -- 眼の位置,1,423080,31,422082,0,2,[0|0|0|0|0|0|0|0|0|0|0]
48,Eye size -- 眼の大きさ,1,423081,32,422084,0,2,[0|0|0|0|0|0|0|0|0|0|0]
49,Eye tilt -- 眼の傾き,1,423082,33,422086,0,2,[0|0|0|0|0|0|0|0|0|0|0]
50,Eye spacing -- 眼の間隔,1,423083,34,422088,0,2,[0|0|0|0|0|0|0|0|0|0|0]
51,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
52,----- {nose muscle -- -----｛鼻筋,10,420022,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
53,Depth of the nose -- 鼻筋の深さ,1,423090,44,422090,0,2,[0|0|0|0|0|0|0|0|0|0|0]
54,Nose length -- 鼻筋の長さ,1,423091,45,422092,0,2,[0|0|0|0|0|0|0|0|0|0|0]
55,Nose position -- 鼻の位置,1,423092,46,422094,0,2,[0|0|0|0|0|0|0|0|0|0|0]
56,Nose height -- 鼻先の高さ,1,423093,47,422096,0,2,[0|0|0|0|0|0|0|0|0|0|0]
57,Unevenness of the nose -- 鼻の凹凸,1,423094,48,422098,0,2,[0|0|0|0|0|0|0|0|0|0|0]
58,Nose height -- 鼻の高さ,1,423095,49,422100,0,2,[0|0|0|0|0|0|0|0|0|0|0]
59,Nose tilt -- 鼻の傾斜,1,423096,50,422102,0,2,[0|0|0|0|0|0|0|0|0|0|0]
60,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
61,----- {Nose -- -----｛小鼻,10,420023,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
62,Inclination of the nose -- 小鼻の傾斜,1,423100,51,422104,0,2,[0|0|0|0|0|0|0|0|0|0|0]
63,Nose size -- 小鼻の大きさ,1,423101,52,422106,0,2,[0|0|0|0|0|0|0|0|0|0|0]
64,Nose width -- 小鼻の幅,1,423102,53,422108,0,2,[0|0|0|0|0|0|0|0|0|0|0]
65,Nostril size -- 鼻孔の大きさ,1,423103,54,422110,0,2,[0|0|0|0|0|0|0|0|0|0|0]
66,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
