ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,wepCost,pad0,refId,sfxVariationId,stamina,mp,category,heroPoint,pad1,
4,Object destruction attack for automatic patrol -- 自動巡回用オブジェ破壊攻撃,0,0,0,1,0,0,4,-1,0,0,5,0,[0|0]
6,Object destruction attack for automatic patrol_for debugging function verification -- 自動巡回用オブジェ破壊攻撃_デバッグ機能検証用,0,0,0,1,0,0,6,-1,0,0,5,0,[0|0]
10,PC_common_ egg attack -- PC_共通_卵攻撃,0,0,0,0,0,0,10,-1,20,0,5,0,[0|0]
200,Contact impact_in-game start -- 接触衝撃_インゲーム開始,0,0,0,0,0,0,200,0,0,0,5,0,[0|0]
210,Contact impact_weak_upper and lower wrap -- 接触衝撃_弱_上下包み,0,0,0,0,0,0,210,0,0,0,5,0,[0|0]
211,Contact impact_weak_origin wrap -- 接触衝撃_弱_原点包み,0,0,0,0,0,0,211,0,0,0,5,0,[0|0]
220,Contact impact_middle_upper and lower wrap -- 接触衝撃_中_上下包み,0,0,0,0,0,0,220,0,0,0,5,0,[0|0]
221,Contact impact_medium_origin wrap -- 接触衝撃_中_原点包み,0,0,0,0,0,0,221,0,0,0,5,0,[0|0]
222,Contact impact_middle_below origin -- 接触衝撃_中_原点下方,0,0,0,0,0,0,222,0,0,0,5,0,[0|0]
280,Foot for SFX / right foot -- フットSFX用/右足,0,0,0,0,0,0,280,0,0,0,5,0,[0|0]
281,Foot for SFX / left foot -- フットSFX用/左足,0,0,0,0,0,0,281,0,0,0,5,0,[0|0]
285,Hand for SFX / right hand -- ハンドSFX用/右手,0,0,0,0,0,0,285,0,0,0,5,0,[0|0]
286,Hand for SFX / left hand -- ハンドSFX用/左手,0,0,0,0,0,0,286,0,0,0,5,0,[0|0]
600,Shinobi killing start_break -- 忍殺始動_崩し,0,0,0,0,0,0,600,0,0,0,5,0,[0|0]
640,Shinobi killing start_behind -- 忍殺始動_背後,0,0,0,0,0,0,640,0,0,0,5,0,[0|0]
650,Shinobi killing start_ crouching behind -- 忍殺始動_背後しゃがみ,0,0,0,0,0,0,650,0,0,0,5,0,[0|0]
660,Shinobi killing start_fall -- 忍殺始動_落下,0,0,0,0,0,0,660,0,0,0,5,0,[0|0]
680,Shinobi killing start_breaking wire -- 忍殺始動_崩しワイヤー,0,0,0,0,0,0,680,0,0,0,5,0,[0|0]
690,Shinobi killing start_anti-aircraft -- 忍殺始動_対空,0,0,0,0,0,0,690,0,0,0,5,0,[0|0]
700,Shinobi killing start_wall left -- 忍殺始動_壁張り付き左,0,0,0,0,0,0,700,0,0,0,5,0,[0|0]
710,Shinobi killing start_walled right -- 忍殺始動_壁張り付き右,0,0,0,0,0,0,710,0,0,0,5,0,[0|0]
720,Shinobi killing start_ hanging -- 忍殺始動_ぶら下がり,0,0,0,0,0,0,720,0,0,0,5,0,[0|0]
740,Shinobi killing start_breaking kick jump -- 忍殺始動_崩し蹴りジャンプ,0,0,0,0,0,0,740,0,0,0,5,0,[0|0]
800,Shinobi slaughter start _ stop _ priest -- 忍殺始動_とどめ_破戒僧,0,0,0,0,0,0,800,0,0,0,5,0,[0|0]
801,Shinobi killing start _ stop _ chief of the ninja army -- 忍殺始動_とどめ_忍軍の長,0,0,0,0,0,0,801,0,0,0,5,0,[0|0]
