ID,Name,lv01_BorderDist,lv01_PlayDist,lv12_BorderDist,lv12_PlayDist,textureLod,draw_BorderDist,draw_PlayDist,shadowDraw_BorderDist,shadowDraw_PlayDist,motionBlur_BorderDist,motionBlur_PlayDist,type,lodCrossFadeEnable,dummy,lodCrossFadeTime,reserve,
0,Default configuration -- デフォルト設定,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
1,L0 main -- L0メイン,80,2,2000,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
2,L1 main -- L1メイン,30,2,2000,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
3,Do not LOD -- LODしない,-1,2,-1,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
4,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
5,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
6,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
7,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
8,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
9,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
10,Character_size small -- キャラ_サイズ小,10,2,40,4,1,50,2,15,2,20,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
11,Character_size -- キャラ_サイズ中,20,2,50,4,1,80,2,30,2,40,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
12,Character_size large -- キャラ_サイズ大,60,3,100,6,1,120,2,50,2,60,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
13,Character_size oversized -- キャラ_サイズ特大,80,4,160,8,1,200,2,100,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
14,Character_Big Snake -- キャラ_大蛇,400,8,600,10,1,9999,2,9999,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
15,Character_Okinayu -- キャラ_翁竜,20,2,50,4,1,80,1,10,2,10,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
16,Character_size small -- キャラ_サイズ小,10,2,40,4,1,9999,2,15,2,20,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
17,Character_size -- キャラ_サイズ中,20,2,50,4,1,9999,2,30,2,40,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
18,Character_size large -- キャラ_サイズ大,60,3,100,6,1,9999,2,50,2,60,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
19,Character_size oversized -- キャラ_サイズ特大,80,4,160,8,1,9999,2,100,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
20,Character_Big Snake -- キャラ_大蛇,400,8,600,10,1,9999,2,9999,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
21,Character _ Medium _ For motion blur measures -- キャラ_サイズ中_モーションブラー対策用,20,2,50,4,1,120,2,20,2,50,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
22,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
23,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
24,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
25,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
26,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
27,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
28,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
29,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
30,Map_minimal size -- Map_極小サイズ,10,2,40,4,1,25,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
31,Map_ small size -- Map_小サイズ,20,2,50,4,1,50,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
32,Map_ Medium size -- Map_中サイズ,30,2,60,4,1,75,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
33,Map_Large size -- Map_大サイズ,40,2,70,4,1,100,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
34,Map_ oversized -- Map_特大サイズ,50,2,80,4,1,150,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
35,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
36,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
37,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
38,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
39,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
40,Obj_minimal size -- Obj_極小サイズ,10,2,40,4,1,25,2,10,2,10,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
41,Obj_ small size -- Obj_小サイズ,20,2,50,4,1,50,2,15,2,10,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
42,Obj_ medium size -- Obj_中サイズ,30,2,60,4,1,75,2,25,2,20,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
43,Obj_ large size -- Obj_大サイズ,40,2,70,4,1,100,2,50,2,30,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
44,Obj_ oversized -- Obj_特大サイズ,50,2,80,4,1,150,2,75,2,40,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
45,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
46,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
47,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
48,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
49,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
50,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
51,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
52,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
53,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
54,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
55,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
56,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
57,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
58,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
59,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
60,Does not switch to LOW texture -- LOWテクスチャに切り替わらない,80,2,2000,4,0,9999,2,9999,2,9999,2,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
61,Does not switch to LOD model &amp; does not switch to LOW texture -- LODモデルに切り替わらない & LOWテクスチャに切り替わらない,-1,10,-1,10,0,9999,2,9999,2,9999,2,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
62,L2 only (reflection scene default) -- L2のみ（反射シーンデフォルト）,0,0,0,0,1,9999,2,9999,2,9999,2,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
63,Does not switch to LOD model (for poly drama) -- LODモデルに切り替わらない（ポリ劇用）,-1,10,-1,10,1,9999,2,9999,2,9999,2,0,0,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
