ID,Name,LayoutPath,PropertyID,CaptionTextID,HelpTextID,reserved,
0,,,0,0,0,[0|0|0|0]
1000,Detailed status: Tools -- 詳細ステータス：道具,Title,100,0,0,[0|0|0|0]
1001,,TopItem_0,200,0,31360,[0|0|0|0]
1002,,TopItem_1,110,0,31004,[0|0|0|0]
1003,,TopItem_1_plus,111,0,0,[0|0|0|0]
1004,,TopItem_2,112,0,31005,[0|0|0|0]
1005,,TopItem_2_plus,113,0,0,[0|0|0|0]
1006,,TopItem_3,0,0,0,[0|0|0|0]
1007,,L_Item_0,101,0,0,[0|0|0|0]
1008,,Item_10,201,0,31314,[0|0|0|0]
1009,,Item_11,202,0,31315,[0|0|0|0]
1010,,Item_12,203,0,31316,[0|0|0|0]
1011,,Item_13,204,0,31317,[0|0|0|0]
1012,,StatusTitle_0,0,20006,0,[0|0|0|0]
1013,,StatusTitle_1,0,20003,0,[0|0|0|0]
1014,Detailed status: Tool: Termination -- 詳細ステータス：道具：終端,,0,0,0,[0|0|0|0]
1100,Detailed status: Ring -- 詳細ステータス：指輪,Title,100,0,0,[0|0|0|0]
1101,,TopItem_0,0,0,0,[0|0|0|0]
1102,,TopItem_1,0,0,0,[0|0|0|0]
1103,,TopItem_1_plus,0,0,0,[0|0|0|0]
1104,,TopItem_2,0,0,0,[0|0|0|0]
1105,,TopItem_2_plus,0,0,0,[0|0|0|0]
1106,,TopItem_3,103,0,31351,[0|0|0|0]
1107,,L_Item_0,101,0,0,[0|0|0|0]
1108,,Item_10,0,0,0,[0|0|0|0]
1109,,Item_11,0,0,0,[0|0|0|0]
1110,,Item_12,0,0,0,[0|0|0|0]
1111,,Item_13,0,0,0,[0|0|0|0]
1112,,StatusTitle_0,0,20006,0,[0|0|0|0]
1113,,StatusTitle_1,0,0,0,[0|0|0|0]
1114,Detailed status: Ring: End -- 詳細ステータス：指輪：終端,,0,0,0,[0|0|0|0]
1200,Detailed status: Pledge Amulet -- 詳細ステータス：誓約アミュレット,Title,100,0,0,[0|0|0|0]
1201,,TopItem_0,0,0,0,[0|0|0|0]
1202,,TopItem_1,0,0,0,[0|0|0|0]
1203,,TopItem_1_plus,0,0,0,[0|0|0|0]
1204,,TopItem_2,0,0,0,[0|0|0|0]
1205,,TopItem_2_plus,0,0,0,[0|0|0|0]
1206,,TopItem_3,0,0,0,[0|0|0|0]
1207,,L_Item_0,101,0,0,[0|0|0|0]
1208,,Item_10,0,0,0,[0|0|0|0]
1209,,Item_11,0,0,0,[0|0|0|0]
1210,,Item_12,0,0,0,[0|0|0|0]
1211,,Item_13,0,0,0,[0|0|0|0]
1212,,StatusTitle_0,0,20006,0,[0|0|0|0]
1213,,StatusTitle_1,0,0,0,[0|0|0|0]
1214,Detailed status: Ring: End -- 詳細ステータス：指輪：終端,,0,0,0,[0|0|0|0]
1500,Detailed status: Other -- 詳細ステータス：その他,Title,100,0,0,[0|0|0|0]
1501,* Reinforced materials and valuables -- ※ 強化素材、貴重品,TopItem_0,0,0,0,[0|0|0|0]
1502,,TopItem_1,110,0,31004,[0|0|0|0]
1503,,TopItem_1_plus,111,0,0,[0|0|0|0]
1504,,TopItem_2,112,0,31005,[0|0|0|0]
1505,,TopItem_2_plus,113,0,0,[0|0|0|0]
1506,,TopItem_3,0,0,0,[0|0|0|0]
