ID,Name,AtkChrId,DefChrId,Dist,DiffAngMin,DiffAngMax,upperYRange,lowerYRange,diffAngMyToDef,throwTypeId,atkAnimId,defAnimId,escHp,selfEscCycleTime,sphereCastRadiusRateTop,sphereCastRadiusRateLow,PadType,AtkEnableState,atkSorbDmyId_old,defSorbDmyId_old,throwType_old,selfEscCycleCnt,dmyHasChrDirType,isTurnAtker,isSkipWepCate,isSkipSphereCast,pad0,atkSorbDmyId,defSorbDmyId,Dist_start,DiffAngMin_start,DiffAngMax_start,upperYRange_start,lowerYRange_start,diffAngMyToDef_start,judgeRangeBasePosDmyId1,judgeRangeBasePosDmyId2,throwKind,normalFallOrbitCheck_range,normalFallOrbitCheck_heightLimit,additionalConditionSpecialEffect_forAtk,additionalConditionSpecialEffect_forDef,normalFallOrbitCheck_timeLimit,atkAnimOffset,defAnimOffset,throwFollowingType,isEnableThrowFollowingFallAssist,charaPhysicsHomingId,isEnableThrowFollowingFeedback,pad1,adsrobModelPosInterpolationTime,
0,Don&#39;t erase it! -- 消すな！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0],0
11010000,Breaking start (far) PC → Ochimusha -- 崩し始動（遠）　PC→落武者,0,1010,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,0,1,0,1,[0|0|0],0.5
11011000,Breaking start (far) PC → Ochimusha (Varier) -- 崩し始動（遠）　PC→落武者（バリエ）,0,1011,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,0,1,0,1,[0|0|0],0.5
11012000,Breaking start (far) PC → Ochimusha (tutorial) -- 崩し始動（遠）　PC→落武者（チュートリアル）,0,1012,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,0,1,0,1,[0|0|0],0.5
11020000,Breaking start PC → General Samurai -- 崩し始動　PC→侍大将,0,1020,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,201,0,0,1,0,1,[0|0|0],0.5
11021000,Breaking start PC → Samurai General_Large Spear -- 崩し始動　PC→侍大将_大槍,0,1021,2.1,90,180,1.2618073,1.2618073,35,0,500000,0,0,0,40,40,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,201,0,0,1,0,1,[0|0|0],0.5
11030000,Breaking start PC → Centipede (small) -- 崩し始動　PC→ムカデ（小）,0,1030,2.2,90,180,1.3218933,1.3218933,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,0,1,0,1,[0|0|0],0.5
11040000,Breaking start PC → Centipede (Large) -- 崩し始動　PC→ムカデ（大）,0,1040,2.6,90,180,1.5622376,1.5622376,35,0,500000,0,0,0,20,20,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,215,0,0,1,0,1,[0|0|0],0.5
11050000,Breaking start (far) PC → Spear monk soldier -- 崩し始動（遠）　PC→槍僧兵,0,1050,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,0,1,0,1,[0|0|0],0.5
11060000,Breaking start (far) PC → Rotating spearman -- 崩し始動（遠）　PC→回転槍術師,0,1060,3,90,180,1.8025819,1.8025819,35,0,500000,0,0,0,50,50,0,0,231,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40000,0,0,-1,-1,0,200,0,0,1,0,1,[0|0|0],0.5
