ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,wepCost,pad0,refId,sfxVariationId,stamina,mp,category,heroPoint,pad1,
0,for test -- テスト用,0,0,0,0,0,0,0,-1,0,0,0,0,[0|0]
5,Invalid behavior [system] -- 無効行動【システム】,0,0,0,0,0,0,4,-1,0,0,0,0,[0|0]
7,PC_SOSsign [System] -- PC_SOSsign【システム】,0,0,3,2,0,0,4,29,0,0,0,0,[0|0]
12,kickout [system] -- kickout【システム】,0,0,0,2,0,0,6,-1,0,0,0,0,[0|0]
13,leaveSession [system] -- leaveSession【システム】,0,0,0,2,0,0,7,32,0,0,0,0,[0|0]
15,Black_Soulsign [System] -- Black_Soulsign【システム】,0,0,0,2,0,0,10,30,0,0,0,0,[0|0]
16,Intrusion [System] -- 乱入【システム】,0,0,0,2,0,0,11,31,0,0,0,0,[0|0]
17,bloodSign [system] -- bloodSign【システム】,0,0,0,2,0,0,12,-1,0,0,0,0,[0|0]
50,Bonfire effect -- かがり火効果,0,0,0,1,0,0,50,-1,0,0,0,0,[0|0]
101,Ghost weakening [system] -- ゴースト弱体化【システム】,0,0,0,2,0,0,8,-1,0,0,0,0,[0|0]
102,Black enhancement [system] -- ブラック強化【システム】,0,0,0,2,0,0,9,-1,0,0,0,0,[0|0]
201,[QWC] Area_NPC_ + 1 -- 【ＱＷＣ】エリア_ＮＰＣ_＋1,0,0,0,2,0,0,201,-1,0,0,0,0,[0|0]
202,[QWC] Area_NPC_ + 2 -- 【ＱＷＣ】エリア_ＮＰＣ_＋2,0,0,0,2,0,0,202,-1,0,0,0,0,[0|0]
203,[QWC] Area_NPC_ + 3 -- 【ＱＷＣ】エリア_ＮＰＣ_＋3,0,0,0,2,0,0,203,-1,0,0,0,0,[0|0]
206,[QWC] Area_NPC_1 -- 【ＱＷＣ】エリア_ＮＰＣ_－1,0,0,0,2,0,0,206,-1,0,0,0,0,[0|0]
207,[QWC] Area_NPC_-2 -- 【ＱＷＣ】エリア_ＮＰＣ_－2,0,0,0,2,0,0,207,-1,0,0,0,0,[0|0]
