ID,Name,viewType,beginEventFlagId,endEventFlagId,titleMessageId,descMessageId,textureId,pad,
0,Don&#39;t erase -- 消すべからず,-1,-1,-1,-1,-1,-1,[0|0|0|0|0|0|0|0]
1,Main menu: Equipment_Items used -- メインメニュー：装備_使用アイテム,0,6050,6051,10025000,10025001,-1,[0|0|0|0|0|0|0|0]
2,Main menu: Equipment_Prosthetic hand ninja -- メインメニュー：装備_義手忍具,0,6052,6053,10025010,10025011,-1,[0|0|0|0|0|0|0|0]
3,Main Menu: Equipment_Ninjutsu Ninjutsu -- メインメニュー：装備_忍殺忍術,0,6054,6055,10025030,10025031,-1,[0|0|0|0|0|0|0|0]
4,Main Menu: Equipment_School Techniques -- メインメニュー：装備_流派技,0,6056,6057,10025210,10025211,-1,[0|0|0|0|0|0|0|0]
5,Main menu: What to bring -- メインメニュー：所持品,1,6058,6059,10025200,10025201,-1,[0|0|0|0|0|0|0|0]
6,Main menu: Skills -- メインメニュー：技能,2,6062,6063,10025020,10025021,-1,[0|0|0|0|0|0|0|0]
7,Dialogue menu: First time -- 対話メニュー：初回,5,6074,6075,10025230,10025231,-1,[0|0|0|0|0|0|0|0]
8,Dialogue menu: Transfer -- 対話メニュー：転送,5,6076,6077,10025050,10025051,-1,[0|0|0|0|0|0|0|0]
9,Dialogue menu: Attack power up -- 対話メニュー：攻撃力アップ,5,6078,6079,10025220,10025221,-1,[0|0|0|0|0|0|0|0]
10,Dialogue menu: Adlay -- 対話メニュー：数珠玉,5,6080,6081,10025070,10025071,-1,[0|0|0|0|0|0|0|0]
11,Dialogue menu: Dragon cough healing -- 対話メニュー：竜咳治癒,5,6084,6085,10025240,10025241,-1,[0|0|0|0|0|0|0|0]
12,Dialogue menu: Skill ban menu -- 対話メニュー：技能解禁メニュー,5,6086,6087,10025140,10025141,-1,[0|0|0|0|0|0|0|0]
13,Prosthetic hand ninja tool ban menu -- 義手忍具解禁メニュー,6,6090,6091,10025090,10025091,-1,[0|0|0|0|0|0|0|0]
14,Prosthetic hand ninja equipment strengthening menu -- 義手忍具強化メニュー,7,6092,6093,10025100,10025101,-1,[0|0|0|0|0|0|0|0]
15,Skill ban menu -- 技能解禁メニュー,8,6094,6095,10025110,10025111,-1,[0|0|0|0|0|0|0|0]
16,Change menu -- 姿変えメニュー,14,6064,6065,10025260,10025261,-1,[0|0|0|0|0|0|0|0]
17,Afterglow menu -- 残影メニュー,15,6032,6033,10025340,10025341,-1,[0|0|0|0|0|0|0|0]
18,Other work afterglow menu -- 他作残影メニュー,16,6034,6035,10025350,10025351,-1,[0|0|0|0|0|0|0|0]
19,Memorandum menu -- 覚え書きメニュー,17,6036,6037,10025360,10025361,-1,[0|0|0|0|0|0|0|0]
20,Single rematch menu -- 単発再戦メニュー,9,6038,6039,10025270,10025271,-1,[0|0|0|0|0|0|0|0]
21,Consecutive battle menu itself (regaining the child) -- 連戦メニューそのもの（御子奪還）,10,6040,6041,10025280,10025281,-1,[0|0|0|0|0|0|0|0]
22,Consecutive battle menu itself (Shura) -- 連戦メニューそのもの（修羅）,11,6040,6041,10025280,10025281,-1,[0|0|0|0|0|0|0|0]
23,Consecutive battle menu itself (immortality) -- 連戦メニューそのもの（不死断ち）,12,6040,6041,10025280,10025281,-1,[0|0|0|0|0|0|0|0]
24,Consecutive Battle Menu_All Consecutive Battles -- 連戦メニュー_全連戦,13,6042,6043,10025330,10025331,-1,[0|0|0|0|0|0|0|0]
25,Consecutive battle menu_EX Genichiro lifted -- 連戦メニュー_EX弦一郎解禁,10,6044,6045,10025370,10025371,-1,[0|0|0|0|0|0|0|0]
26,Consecutive battle menu _EX father-in-law lifted -- 連戦メニュー_EX義父解禁,11,6046,6047,10025380,10025381,-1,[0|0|0|0|0|0|0|0]
27,Consecutive battle menu _EX single-minded ban lifted -- 連戦メニュー_EX一心解禁,12,6048,6049,10025390,10025391,-1,[0|0|0|0|0|0|0|0]
28,Dialogue menu: Change -- 対話メニュー：姿変え,5,6068,6069,10025300,10025301,-1,[0|0|0|0|0|0|0|0]
29,Dialogue Menu: Single Rematch -- 対話メニュー：単発再戦,5,6070,6071,10025310,10025311,-1,[0|0|0|0|0|0|0|0]
30,Dialogue menu: Consecutive battles -- 対話メニュー：連戦,5,6072,6073,10025320,10025321,-1,[0|0|0|0|0|0|0|0]
