ID,Name,actionEnableMsgId,actionFailedMsgId,spQualifiedPassEventFlag,playerAnimId,chrAnimId,validDist,spQualifiedId,spQualifiedId2,objDummyId,isEventKickSync,objAnimId,validPlayerAngle,spQualifiedType,spQualifiedType2,validObjAngle,chrSorbType,eventKickTiming,pad1,actionButtonParamId,pad2,
0,necessary -- 必要,10010500,-1,-1,60200,7100,150,0,0,191,0,1,60,0,0,30,0,0,[0|0],-1,[0|0|0|0]
110,Treasure Chest -- 宝箱,10010400,-1,-1,60080,7521,70,0,0,100,0,0,60,0,0,60,1,1,[0|0],-1,[0|0|0|0]
200,Treasure Chest -- 宝箱,10010400,-1,-1,60080,7521,70,0,0,100,0,1,60,0,0,60,1,1,[0|0],-1,[0|0|0|0]
350,m93_01_door_candle room -- m93_01_扉_蝋燭部屋,10010400,-1,-1,60030,7120,70,0,0,121,0,3,60,0,0,60,0,1,[0|0],-1,[0|0|0|0]
351,m93_01_door_candle room -- m93_01_扉_蝋燭部屋,10010400,-1,-1,60030,7120,70,0,0,101,0,1,60,0,0,60,0,1,[0|0],-1,[0|0|0|0]
360,m96_00 Door Concept Map_Entrance -- m96_00 扉 コンセプトマップ_入口,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
370,m96_00 Door Concept Map_Basilica Entrance -- m96_00 扉 コンセプトマップ_聖堂入口,10010400,-1,-1,60040,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
371,m96_00 Door Concept Map_Distant View Entrance -- m96_00 扉 コンセプトマップ_遠景入口,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
475,m20_01_door_orphanage 2F_small -- m20_01_扉_孤児院2F_小,10010400,-1,-1,60000,7110,60,0,0,100,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
1011,test_ door test -- test_扉テスト,10010400,10010163,-1,60000,7110,70,2001,0,100,0,0,60,1,0,30,0,1,[0|0],-1,[0|0|0|0]
1012,test_ door test -- test_扉テスト,10010400,10010163,-1,60000,7110,70,2018,0,100,0,0,60,2,0,30,0,1,[0|0],-1,[0|0|0|0]
300300,m30_00_door_mausoleum shortcut -- m30_00_扉_霊廟ショートカット,10010400,10010161,-1,60020,7121,70,4150,0,100,0,1,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
300301,m30_00_door_starting point -- m30_00_扉_スタート地点,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
300310,m30_00_door_castle wall shortcut -- m30_00_扉_城壁ショートカット,10010400,10010161,-1,60000,7110,70,4150,0,100,0,0,60,2,0,60,0,1,[0|0],7200,[0|0|0|0]
300311,m30_00_door_beast room door -- m30_00_扉_ビースト部屋扉,10010400,10010163,-1,60000,14000,70,2001,0,100,0,0,60,1,0,60,0,1,[0|0],7200,[0|0|0|0]
300312,m30_00_door_one way -- m30_00_扉_一方通行,10010400,10010161,-1,60000,14000,70,0,0,100,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
300313,m30_00_door_merchant B prison door -- m30_00_扉_商人B牢扉,10010400,10010163,-1,60000,14000,70,2010,0,100,0,0,60,1,0,60,0,1,[0|0],7200,[0|0|0|0]
300320,m30_01_door_old garden building -- m30_01_扉_旧ガーデン建物,10010400,10010161,-1,60020,7121,70,4150,0,100,0,1,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
300330,m30_01 Door in front of the twin prince room -- m30_01 双皇子部屋前　扉,10010400,-1,-1,60170,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
300370,m30_00_door_hall entrance -- m30_00_扉_大広間入口,10010400,-1,-1,60040,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
300371,m30_00_door_mausoleum exit door -- m30_00_扉_霊廟出口扉,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
300500,m30_00_lever_mausoleum front elevator -- m30_00_レバー_霊廟正面エレベータ,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
300510,m30_00_lever_castle wall elevator -- m30_00_レバー_城壁エレベーター,10010400,-1,-1,60202,14021,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8310,[0|0|0|0]
302420,m34_01_lever_library elevator -- m34_01_レバー_書庫エレベータ,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
304873,m30_01_lever_hall elevator -- m30_01_レバー_大広間エレベータ,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
304874,m30_01_lever_gate -- m30_01_レバー_門,10010400,-1,-1,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],8320,[0|0|0|0]
310300,m31_00_door_sewer with key -- m31_00_扉_下水道　鍵付き,10010400,10010163,-1,60000,14000,70,2009,4150,100,0,0,60,1,2,60,0,1,[0|0],7200,[0|0|0|0]
310301,m31_00_door_sewer one-way door -- m31_00_扉_下水道　一方通行扉,10010400,10010161,-1,60000,7120,70,4150,0,100,0,0,60,2,0,60,0,1,[0|0],7200,[0|0|0|0]
310302,m31_00_door_sewage normal -- m31_00_扉_下水道　通常,10010400,-1,-1,60000,7120,70,0,0,100,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
310310,m31_00_Door_Prison spider room One way -- m31_00_扉_牢蜘蛛部屋　一方通行,10010400,10010161,-1,60000,7110,70,4150,0,100,0,0,60,2,0,60,0,1,[0|0],7200,[0|0|0|0]
310311,m31_00_Door_Prison Spider Room Normal -- m31_00_扉_牢蜘蛛部屋　通常,10010400,-1,-1,60000,7110,70,0,0,100,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
310320,m31_00_door_front route building exit -- m31_00_扉_正面ルート建物出口,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
310500,m31_00_gate lever -- m31_00_門レバー,10010400,-1,-1,60200,14021,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
312100,m31_00_door_basket -- m31_00_扉_籠牢,10010400,-1,-1,60000,7110,70,0,0,100,0,0,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
314027,m31_00_door_in front of the sniper tower -- m31_00_扉_スナイパー塔前,10010400,-1,-1,60160,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
314028,m31_00_door_giant elephant boss in front of the room -- m31_00_扉_巨象ボス部屋前,10010400,-1,-1,60160,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
324012,m32_00 lever_big bell -- m32_00 レバー_大鐘,10010400,-1,-1,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],8340,[0|0|0|0]
324051,m32_00 Lever_Bridge Elevator -- m32_00 レバー_橋エレベーター,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
329250,m32_00_door_tower with key -- m32_00_扉_塔　鍵付き,10010400,10010163,-1,60420,14000,70,2003,0,120,0,0,60,1,0,60,0,1,[0|0],7200,[0|0|0|0]
330052,m33_00 Double door (provisional) -- m33_00 両開き扉（仮）,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
331312,m33_00 Lever Poison Swamp Forest Elevator -- m33_00 レバー 毒沼の森エレベーター,10010400,-1,-1,60200,14021,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
331321,m33_00 Double door in front of the boss -- m33_00 両開き扉 ボス前,10010400,-1,-1,60160,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
332100,m33_00_door_shotoka -- m33_00_扉_ショトカ,10010400,10010161,-1,60000,7110,70,4150,0,100,0,0,60,2,0,60,0,1,[0|0],7200,[0|0|0|0]
340320,m34_01_door_old garden building -- m34_01_扉_旧ガーデン建物,10010400,10010161,-1,60020,7121,70,4150,0,100,0,1,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
340330,m34_01_door_library entrance -- m34_01_扉_書庫入口,10010400,10010163,-1,60030,7120,70,2014,0,120,0,1,60,1,0,60,0,1,[0|0],7100,[0|0|0|0]
341020,m34_01_ wax bathtub -- m34_01_蝋バスタブ,10010400,-1,-1,60410,14021,70,0,0,0,0,0,60,0,0,60,0,1,[0|0],3411000,[0|0|0|0]
342100,m34_01_ wax bathtub (mini) -- m34_01_蝋バスタブ（ミニ）,10010400,-1,-1,60410,14021,70,0,0,0,0,0,60,0,0,60,0,1,[0|0],3411000,[0|0|0|0]
342200,m34_01_ Moving bookshelf lever in the library -- m34_01_書庫の動く本棚　レバー,10010400,-1,-1,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],8320,[0|0|0|0]
350003,m35_00 lever_elevator -- m35_00 レバー_エレベーター,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
350005,m35_00 Large door_Basilica on both sides -- m35_00 大扉_聖堂両脇,10010400,-1,-1,60190,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
350021,m35_00 Lever_shutter_front -- m35_00 レバー_シャッター_手前,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8320,[0|0|0|0]
350022,m35_00 Lever_Shutter_Center -- m35_00 レバー_シャッター_中央,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8320,[0|0|0|0]
350023,m35_00 Lever_Shutter_Innermost -- m35_00 レバー_シャッター_最奥,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8320,[0|0|0|0]
350206,m35_00 Large door_Basilica main gate -- m35_00 大扉_聖堂正門,10010400,-1,-1,60190,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
350300,m35_00_ door -- m35_00_扉,10010400,10010161,-1,60000,7110,70,4150,0,100,0,0,60,2,0,60,0,1,[0|0],7200,[0|0|0|0]
351000,m35_00 Double door -- m35_00 両開き扉,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
360320,m36_00 Double door in front of the middle boss -- m36_00 両開き扉 中ボス前,10010400,-1,-1,60030,7120,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],7101,[0|0|0|0]
