ID,Name,atkIron_1,atkIron_2,atkFire_1,atkFire_2,atkWood_1,atkWood_2,atkBody_1,atkBody_2,atkEclipse_1,atkEclipse_2,atkEnergy_1,atkEnergy_2,atkNone_1,atkNone_2,atkDmy1_1,atkDmy1_2,atkDmy2_1,atkDmy2_2,atkDmy3_1,atkDmy3_2,atkMaggot_1,atkMaggot_2,atkWax_1,atkWax_2,atkFireFlame_1,atkFireFlame_2,atkEclipseGas_1,atkEclipseGas_2,atkEnergyStrong_1,atkEnergyStrong_2,reserve,
100,Weapon iron -- 武器鉄,520,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
101,Weapon Iron [PC only] -- 武器鉄【PC専用】,520,0,530,380,530,0,0,570,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
102,Weapon tree -- 武器木,530,0,530,380,530,0,530,80,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
103,Weapon meat -- 武器肉,530,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
104,Shield iron -- 盾鉄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
105,Shield tree -- 盾木,530,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
106,iron -- 鉄,520,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
107,insect -- 虫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
108,Armor leather -- 鎧革,530,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
109,meat -- 肉,530,200,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
110,Meat_weakness -- 肉_弱点,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
111,Dragon meat -- 竜肉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
112,Ins meat -- インス肉,520,0,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
113,cloth -- 布,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
114,Meat under armor -- 鎧の下の肉,530,200,530,380,530,0,530,0,530,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,440,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
